School,Name,Review,Quality,Difficulty,gender,male_words,female_words,number of words,female words normalized
University of Windsor,Ken Cramer,"Alright, il keep this brief as possible. Is this a prof you want? No. Pretty much useless in every aspect of teaching, and when it comes down to exams, nothing that he teaches on the power points are on the exam. Is he generous? Il give you an example. I needed a 60. He gave me a 59 and pointed that he was generous from bumping my mark from 58.89.",1.0,5.0,0,0,3,70,0.04285714285714286
University of Windsor,Ken Cramer,"This class was like legit the worst class I have every taken in my entire life! The prof is creepy, the course was awful, and the final made like no sense!! We didnt even go over half this stuff in lecture, so stupid! Prof always looked at me weird to, so gross. Never taking a course with this prof again.",1.0,5.0,0,2,3,60,0.05
University of Windsor,Ken Cramer,Ken Cramer is a mentally ill person. He is exams are designed to fail as much students as possible. His lectures are boring and full of useless information that he is going to ask about in exams like what was the name of the magazine that published some article ?,1.0,5.0,0,1,2,50,0.04
University of Windsor,Ken Cramer,"I took this course upon recommendation of a fellow student, and I have to say that I was utterly disappointed. I found the lectures simple-minded and unimaginative and the final exam felt disconnected from the the course material that was covered. Very disappointed with the professor, and on top of that he made me feel very uncomfortable.",1.0,3.0,0,2,1,57,0.017543859649122806
University of Windsor,Ken Cramer,Hardest exams. Friends be warned his exams will haunt you forever.,1.0,5.0,0,0,0,11,0.0
University of Windsor,Ken Cramer,"Just finished the final exam tonight, thank goodness this class is over! Exam felt so random, TBH I am not sure where he got the material from. I would not recommend this prof to anybody. That's 4 months of my life that I can't get back!",1.0,3.0,0,2,0,46,0.0
University of Windsor,Kristina Verner,Very relevant course material which includes a lot of very recent required reading articles to keep the course fresh. She is really accessible and response to emails quickly.,5.0,3.0,1,1,1,28,0.03571428571428571
University of Windsor,Kristina Verner,"Loved this prof! She was responsive and caring. She knew the content in and out, offered weekly tutorials (which I participated in almost every week), returned assignments quickly (and the exam the same day!). TAs sometimes marked hard, but she resolved any issues fairly and quickly so both the TA and I learned through the experience. Fantastic!",5.0,3.0,1,0,0,57,0.0
University of Windsor,Kristina Verner,"I have never had a professor this terrible, her grading my be very clear but just when you think you have a good paper she goes and screws you over and marks as hard as I have ever seen. I have never seen a prof this picky on marking. Sure she says use APA format but I have never seen a prof dock me marks for putting th in 5th for the date.",1.0,3.0,1,2,1,73,0.0136986301369863
University of Windsor,Kristina Verner,Love the flexibility to work at my own pace. I was able to sprint through most of the material before my other courses back logged. As has been said below she is really fast to reply to e-mails. I had a fried that had never used social media in the class and she was so patient. Highly recommend her and the social media class.,5.0,3.0,1,4,3,64,0.046875
University of Windsor,Kristina Verner,Im in the class now. She is so responsive - I always get an answer within a few minutes - at most in a few hours. Sends helpful reminders and shares the entire term so you can work at your own pace. Wish she had more classes!!!,5.0,2.0,1,3,1,47,0.02127659574468085
University of Windsor,Kristina Verner,Seriously follow the instructions and you will do well. The study sheet is exactly like the exam. If you have any issues reach out to her - she really cares.,5.0,3.0,1,0,0,30,0.0
University of Windsor,Kristina Verner,"Easy class online, great professor!",5.0,2.0,1,2,1,5,0.2
University of Windsor,Kristina Verner,"The most caring professor I'v e had. Her assignments are fair, she gives timely feedback, and is accommodating when the crappy technology on campus acts up. Highly recommend her!",5.0,3.0,1,1,0,29,0.0
University of Windsor,Kristina Verner,Verner is overall a good teacher. She is very clarion hat she is looking for and makes it easy to get a good mark if you complete all of her assignments. There is a new assignment due each week which makes it easy for you to gain a high mark. She gives greta feedback and responds to emails within the hour!!,4.0,2.0,1,4,4,61,0.06557377049180328
University of Windsor,Kristina Verner,I have taken 209 and 305 with her. Both times she has been responsive and always accommodates the students when there are any technical issues with the UofWs systems.  Her study sheets are directly related to the exam and come from the material either in the books or that she shares over the course website - NO SURPRISES! Wish she had more courses,5.0,3.0,1,0,1,63,0.015873015873015872
University of Windsor,Kristina Verner,"Professer Vernor is the best professor I've had throughout my university experience. She actually cares about her students succeeding.  I had her twice. She answers all her e-mails immediately. The most I'd have to wait is 5 hours for a response, while all my other professors would get back to me in a week. Her grading is so fair. AMAZING WOMAN.",4.0,1.0,1,2,2,61,0.03278688524590164
University of Windsor,Kristina Verner,Awesome professor. Very helpful. She wants you to succeed. A few lengthy assignments.,4.0,2.0,1,2,0,13,0.0
University of Windsor,Kristina Verner,She was very accommodating and responded quickly to emails. The final exam was an easy A+ as she gave an outline of exactly what we needed to know. The course work consisted of long essays and had nothing to do with the final exam. Absolutely needed the textbooks for the final. There were no formal notes which I very much did not enjoy.,3.0,1.0,1,3,2,63,0.031746031746031744
University of Windsor,Kristina Verner,"It was an online class, and there were times where I E-mailed her for help, and she replied back within 15 minutes! She cares about her students doing well. There's a lot of writing in the class, but as long as you follow rubric, and learn the exam study guide (that she gives you), there's no reason you can't get an A in this class.",5.0,1.0,1,1,1,65,0.015384615384615385
University of Windsor,Kristina Verner,"It was an easy course, the final exam was a take home and it was very long but overall the course is easy.",4.5,2.0,1,2,2,23,0.08695652173913043
University of Windsor,Kristina Verner,"Assignments GALORE but the assignments have strict guidelines and if you follow them, you will get a great mark. She is so understanding of every situation, I turned in a couple of assignments late due to personal reasons and she did not penalize me. She is very helpful. This is my first ever review ever and I had to because she is that great.",4.5,1.0,1,4,1,64,0.015625
University of Windsor,Kristina Verner,Great and Easy Class Got an A  But you have to write a lot of essays,4.0,3.0,1,2,1,16,0.0625
University of Windsor,Kristina Verner,"This is the easiest A+ you will ever get. 4 essays and 3 one-pagers. Do not buy the textbook, you will never use it. Verner responds quickly to emails and helps clarify any concerns.",5.0,1.0,1,1,0,34,0.0
University of Windsor,Kristina Verner,Great Prof. Almost instantly answered any e-mails and was always able to help or clarify anything that I needed help with. 1010 would take again,5.0,2.0,1,2,0,25,0.0
University of Windsor,Kristina Verner,"This is my second time taking a course with Verner. Amazing as always. No final in this class, all forum discussions and essays and a final report. You better not mind writing a lot for this class because it's all 2000-3000 word essays - but it's not hard material. Recommended for sure",5.0,1.0,1,4,2,52,0.038461538461538464
University of Windsor,Mark Johnston,"For a first semester freshman English course, Professor Johnston expects way too much from his students. Hes respectable as a person since he cares about the material, but he does not clearly outline what he wants for assignments beforehand. He only elaborates on criteria after. Quizzes will boost your mark, but the essays will hurt you.",3.0,4.0,0,2,2,56,0.03571428571428571
University of Windsor,Mark Johnston,A very calm and approachable teacher. Quizzes are based on readings and lectures so you need both but if you put in the effort it's worth it.,5.0,3.0,0,1,1,27,0.037037037037037035
University of Windsor,Mark Johnston,Hard to follow in lecture and a lot of reading but quizzes were fair.,3.0,4.0,0,1,1,14,0.07142857142857142
University of Windsor,Mark Johnston,"Dr. Johnston was an overall great professor! His passion makes lectures engaging, he is very approachable, and is clear on his expectations. I would advise doing all readings and attending classes, as the quizzes are based off of both. There are not many papers and he is a fair marker. You need to put in effort to do well, but it is worth it.",5.0,4.0,0,4,1,64,0.015625
University of Windsor,Mark Johnston,"Dr. Johnston is an extremely confusing professor. He said he would not test on dates, and the very next quiz he tested on dates. His assignments are made extremely difficult as he only tells you part of what he wants for assignments, which requires you to go to his office hours to actually know what he wants on assignments. Good luck!",3.0,4.0,0,1,1,61,0.01639344262295082
University of Windsor,Mark Johnston,"Johnston definitely cares a lot about the subject and has fast-paced, enthusiastic lectures. His office hours are great, and I would highly recommend going to them (even if you're doing well). Do the readings, record words/terms and research definitions, pay attention in class, and his course won't stress you out too much!",5.0,3.0,0,1,0,52,0.0
University of Windsor,Mark Johnston,"short and sweet quizzes but you gotta do your readings to do well. he loves what he does but talks way too fast and expects us to understand what he is saying and meaning. he references other historical things in his lectures assuming we all understand resulting in my notes having a lot of ""?""s. He's a nice guy but his lectures are WAY too fast",2.0,4.0,0,1,3,66,0.045454545454545456
University of Windsor,Mark Johnston,"Professor Johnston is an amazing lecturer and I really enjoyed all of his courses! His lectures were always engaging, eye-opening and inspiring. His extensive knowledge of the course material and passion for English was truly apparent. He is also always available to help and his office hours inspired a lot of my work! go to them :)",5.0,4.0,0,1,2,57,0.03508771929824561
University of Windsor,Mark Johnston,He's a cool guy and is really passionate. The only things I disliked was the inconsistent marking and that he uses such an extravagant vocabulary so when you're in the middle of a fast paced lecture (they always seem to be) it is really hard to write notes especially if you're bilingual.,4.0,4.0,0,2,1,52,0.019230769230769232
University of Windsor,Mark Johnston,"Excellent professor who is passionate in what he teaches! My only concern is he gives you the awnsers to the quizes when you do not have them returned, therefore you are not given the opurtunity to correct your quizes. I also wish the TA's were a little more consistent in their marking. In conclusion, the course was very interesting & enjoyable.",4.0,4.0,0,4,3,61,0.04918032786885246
University of Windsor,Mark Johnston,Fast pace in lectures but over all he is very funny and enthusiastic about what is being taught. Class isnt too hard but make sure to do readings and study for weekly quizzes,4.0,3.0,0,2,1,33,0.030303030303030304
University of Windsor,Mark Johnston,"Mark Johnston is a very enjoyable professor to have. He is hilarious and makes the lectures interesting. This man will crack you up! His quizzes are medium diffuculty, but his assignment are challenging. READING HEAVY. He is willing to work one on one with students to help us improve our work and holds lots of office hours. He is a great guy.",5.0,4.0,0,3,1,62,0.016129032258064516
University of Windsor,Mark Johnston,"Such a nice guy and I appreciated was how passionate he is. He definitely brings a good energy. But, if you're only looking for an elective, beware that his class may end up as your toughest. He doesn't use blackboard or give any review/help in terms of testing, for which the questions seem really random. Lectures are all over the place.",3.0,5.0,0,0,1,61,0.01639344262295082
University of Windsor,Mark Johnston,"Enjoyed the class, learned a lot.",5.0,4.0,0,0,0,6,0.0
University of Windsor,Mark Johnston,"Floored by the lectures. Casually summarizes Lacan or Hegel and applies their ideas to Euripides or Shakespeare like its no big deal. Ive learned so much, and am leaving the class with valuable foundational knowledge. Would recommend his Tragedy class to anyone, impossible to walk away from this course the same person.",5.0,3.0,0,1,1,52,0.019230769230769232
University of Windsor,Mark Johnston,"He's the most iconic prof I've ever had- If you want to be pushed to the next level I recommend him. I've never had a prof that was so difficult to please, yet genuinely wants his students to do well. He is hilarious, enthusiastic and this alone sparked my interest in the subject. Group project was not bad at all, maybe it should be weighted more.",5.0,4.0,0,4,1,66,0.015151515151515152
University of Windsor,Mark Johnston,"I would literally go to the grave for this man. No other professor has challenged me to deepen and explore my ideas the way he has. He has always pushed me, engaged me, and helped me grow. I cannot stress this enough: I would die for him.",5.0,4.0,0,0,1,47,0.02127659574468085
University of Windsor,Mark Johnston,"He is a fun, engaging, insightful and unusual lecturer. Having taken 326, I thought I knew what I was getting into with the group project. It will be worth it (I said), think of the lectures (I said), but it was like forgetting what pregnancy is like, and then having another baby. As long as you keep that in mind, the course is definately worth it!",5.0,4.0,0,4,1,66,0.015151515151515152
University of Windsor,Mark Johnston,"Johnston's enthusiasm for the content is contagious. The grade distribution could be adjusted though. 25% of the mark comes from a group project, that takes the entire semester, is only 5% more than the 2 page scansion essay. 30% for the group project and a 30% final seems more reasonable.",4.0,4.0,0,0,2,50,0.04
University of Windsor,Mark Johnston,"One of the best English profs I have ever had. Although, I think that the course was geared more towards drama students than English students. The group project was a pain, but it was still a good learning experience. Shakespeare classes with this prof are definitely something that I look forward to. His enthusiasm and personality are amazing!",5.0,4.0,0,0,1,58,0.017241379310344827
University of Windsor,Scott Mattson,Adolescence was hands down the worst course ever structured. An outdated movie every single week for participation points. How is this even allowed? I learned absolutely nothing in this class. What a waste of tuition money. Take this course with someone else.,1.0,1.0,0,2,3,42,0.07142857142857142
University of Windsor,Scott Mattson,"Doesn't answer emails and barely teaches. For our Tuesday Thursday classes, he taught on Tuesdays (which was mainly him veering way off topic from the curriculum) and Thursdays we watched movies, every single week. Very disappointed. If you want an easy A, this is the class for you. If you want to actually learn anything, don't take it.",1.0,1.0,0,2,2,58,0.034482758620689655
University of Windsor,Scott Mattson,Lectures can ramble and ramble. Agree with previous statements - not sure the reason for mandatory movies for extra credit? Seems like a complete waste of money and time. Avoid!!!!,1.0,3.0,0,3,1,30,0.03333333333333333
University of Windsor,Scott Mattson,"Dr. Mattson is a great professor. He is passionate about his teaching. His classes are interesting. You must attend classes to get the password to access your homework. Attend the class, read the text, do your homework and you should be fine.",3.0,4.0,0,1,0,42,0.0
University of Windsor,Scott Mattson,He talks about the Placebo affect like it is the cure for cancer when really its just a sugar pill. I do not recommend taking this class with Dr Mattson.,1.0,1.0,0,1,0,30,0.0
University of Windsor,Scott Mattson,We watch a 60 min movie every week - every week! There is nothing interesting about this class. The participation grades with the password are a complete joke. I've learned absolutely nothing the first month. Try and take this course with someone else.,1.0,3.0,0,1,3,43,0.06976744186046512
University of Windsor,Scott Mattson,Rambles a lot in lectures.,3.0,4.0,0,0,0,5,0.0
University of Windsor,Scott Mattson,I learned you can kill time by using outdated videos for an entire semester. The department needs to look into this.,1.0,5.0,0,0,0,21,0.0
University of Windsor,Scott Mattson,"People complaining about and attacking a prof offering extra credit in over four different ways. That should be in the DSM under as Lack of Gratitude Disorder. Be sure to rip him apart for caring too much, too. I learned a lot from him. If he teaches nothing new, why was the class avg not 100%? Cause thats a bunch of Maybe come to class?",5.0,3.0,0,1,0,65,0.0
University of Windsor,Scott Mattson,Best prof ever. Love this man!,5.0,2.0,0,0,0,6,0.0
University of Windsor,Scott Mattson,You need to go to class in order to receive the extra credit opportunities. The videos are so outdated and useless. He responds within a week to emails which is annoying. You can meet him during office hours if necessary. I would prefer not to take him again.,1.0,4.0,0,1,0,48,0.0
University of Windsor,Scott Mattson,"I pay thousands in tuition. Why am I being told it is mandatory to attend class to have a chance at extra credit? The videos are so bad, he takes a week to answer emails.",1.0,3.0,0,0,0,35,0.0
University of Windsor,Scott Mattson,"Lectures are boring, and he doesnt teach any new information. Most of the lecture time is used for outdated and terrible videos that he shows. Lazy prof who uses the same slides and videos from another course he taught. Makes you write 3 essays per exam. Makes you show up for a password. Dont waste your time taking his classes.",2.0,3.0,0,2,2,60,0.03333333333333333
University of Windsor,Scott Mattson,never had a course where attendance was pretty much mandatory for extra credit,1.0,2.0,0,0,1,13,0.07692307692307693
University of Windsor,Scott Mattson,Cons: - Too much homework - Good chunk of every class is spent on watching out-dated and boring videos - Emailing him is useless - Can get a bit off topic Pros: - Homework makes up a good chunk of your grade (so it's harder to fail) - Really passionate about what he teaches - Tries to relate topics to current events - Punctual,3.0,3.0,0,0,1,64,0.015625
University of Windsor,Scott Mattson,"Dr. Mattson seems very passionate about the course, however, I found him to be very disorganized. We had a take home exam and two days before it was due, he realized that he hadn't taught an entire topic. He also shows a film every week/class, which I feel like is lazy teaching. He also has 3 take home exam questions and an actual M/C exam.",3.0,3.0,0,1,1,65,0.015384615384615385
University of Windsor,Scott Mattson,I really like him! He's so nice and has a lot of knowledge to share if you listen and pay attention! Ignore the negative reviews. They don't reflect his teaching style at all! He's great and I highly recommend him!,5.0,3.0,0,1,2,40,0.05
University of Windsor,Scott Mattson,"He's very passionate about the material and clearly intelligent. Definitely don't skip class! He packs a lot of material into his lectures. Super interesting stuff to learn about, and he conveys his enthusiasm to his students.",4.0,4.0,0,0,1,36,0.027777777777777776
University of Windsor,Scott Mattson,The participation for extra credit is ridiculous.,2.0,3.0,0,0,0,7,0.0
University of Windsor,Scott Mattson,"I enjoyed his classes and found the topics to be interesting and he's very knowledgeable about a lot of areas. Also go to class because (a) that's the whole point of taking a class and learning, (b) tuition is expensive so make the most of your degree and (c) that's adulting. Grow up and stop whining and be grateful that you have this opportunity.",5.0,3.0,0,3,2,64,0.03125
University of Windsor,Doug Thistle,Really nice caring cool amazing proffesser ddddddddd,5.0,3.0,0,2,2,7,0.2857142857142857
University of Windsor,Doug Thistle,Really nice caring cool amazing proffesser,5.0,3.0,0,2,2,6,0.3333333333333333
University of Windsor,Doug Thistle,Amazing best teacher ever,5.0,3.0,0,1,1,4,0.25
University of Windsor,Doug Thistle,Dr. Thistle tends to tell stories rather than teach. It's a really good class but I ended up teaching most of the concepts to myself.,2.0,2.0,0,1,0,25,0.0
University of Windsor,Doug Thistle,great,4.5,2.0,0,1,0,1,0.0
University of Windsor,Doug Thistle,"I enjoyed his lectures, course itself was easy.",3.5,1.0,0,0,0,8,0.0
University of Windsor,Doug Thistle,Time for Retirement!! Class could be useful but NOT with Thistle as your teacher......,1.0,4.0,0,1,0,14,0.0
University of Windsor,Doug Thistle,"His lectures are absolutely useless, he is too old to be teaching. I do not mean to be rude but he was just such a frustrating professor. His lectures go on tangent and most of the time do not relate to the course. Yet when the midterm and final exam come you look at it confused because you learned  nothing from him. THIS IS NOT A BIRD COURSE",1.0,5.0,0,4,2,68,0.029411764705882353
University of Windsor,Doug Thistle,"Great Prof, Easy A",5.0,1.0,0,2,1,4,0.25
University of Windsor,Doug Thistle,"The course was a bit more dull and ""historical"" than expected but easy assignment and midterm marks. The final though- tough- need to go to class because most of the material was from lectures not in book. He can be harsh at times and tends to pick on people. Very intimidating.",3.0,2.0,0,4,5,51,0.09803921568627451
University of Windsor,Doug Thistle,"This is for anyone that is  registered in the course:                            (1) Do not buy the HTML book, the course website has the HTML code and class lectures help.(2) The Internet Book is very important. ~55% of tests are based on it. (3) Look at previous year's class list webpage assignments for ideas. (4) MTs = EZ",3.0,2.0,0,2,0,56,0.0
University of Windsor,Doug Thistle,"Fresh new graduates can deliver the material better than him without using bad words in class and back bite students. no slides, u have to attend his class because he wont post a summary or info about what he said in class, hid class isn't interesting at all",1.0,5.0,0,2,3,48,0.0625
University of Windsor,Doug Thistle,"Surprisingly not bad. I received perfect on the M/C section of midterm and 35/40 on coding. He basically gives out a free 8% for file upload and index page. The only thing that is hard is the final (worth 50%). NEED TO GO TO LECTURES, HE GIVES OUT A LOT OF HINTS!",3.0,2.0,0,4,3,52,0.057692307692307696
University of Windsor,Doug Thistle,He doesnt take up the internet book in class but its fallowed to the letter in lecture. He talks about his personal life a lot but at first it seems irrelevant but its related to the course,4.0,1.0,0,1,2,37,0.05405405405405406
University of Windsor,Doug Thistle,"This man seriously needs to retire. He is way too old to be teaching. The lectures are pretty useless, therefore I only went to about half of them and just read the text..but once I got to the final I realized I probably should've gone more often haha. Still got a B though! KNOW YOUR HTML CODES!",2.5,3.0,0,1,3,57,0.05263157894736842
University of Windsor,Doug Thistle,"Very rude person and he will single you out if you talk in class(even if your at the back of the class). Lets put it this way, if you study hard and do the work you will get a good grade. It is hard tho",1.5,5.0,0,3,3,45,0.06666666666666667
University of Windsor,Doug Thistle,This teacher is a slow in teaching and does not teach. All he does is talk about useless things about his life which is completely useless to everyone. If you do not know how to write HTML language then never take this course because it is completely useless with this teacher.,1.0,5.0,0,3,3,51,0.058823529411764705
University of Windsor,Doug Thistle,okay...,1.0,5.0,0,0,0,1,0.0
University of Windsor,Doug Thistle,"Mid-term: 100 fill-in-the-blank; Final: 60 M/C, 2 short ans., 1 long ans., 60 HTML Coding fill in the blank. He gave out exam hints during class, as people never showed up to the night class!!! You'll get an A+ if you study everything :)",3.0,4.0,0,1,1,44,0.022727272727272728
University of Windsor,Doug Thistle,"This guy is hilarious. ""I'm not shouting!"" cracks me up every time. If you're not ""into"" computers then don't take this class. It's somewhat more difficult for those that just cannot stand anything to do with computers and software. Mid-term and assignments were straight forward and easy. With normal studying, I managed an A+.",2.5,3.0,0,3,3,54,0.05555555555555555
University of Windsor,Daniel Beliciu,Overall great class that is structured incredibly easy to follow. Would highly recommend.,5.0,2.0,0,2,1,13,0.07692307692307693
University of Windsor,Daniel Beliciu,I was in his Child Psych class and I loved it. He posted his Powerpoints online before class and would post updated ones with audio files of him explaining each slide. I got a perfect mark on the research paper and the rubric was really easy to follow. The midterm and exam were multiple choice and he was clear on what was going to be on them.,5.0,2.0,0,4,3,67,0.04477611940298507
University of Windsor,Daniel Beliciu,Overall great class and great prof. Everything is laid out for you to do well in this course. Take advantage of the materials and you will be fine.,5.0,1.0,0,2,0,28,0.0
University of Windsor,Daniel Beliciu,"Dr Beliciu is a very great professor who takes time teaching concepts instead of reading them from a screen. Lectures are mandatory and expect a lower grade on exams if you dont go to lectures. For papers, they mark EVERY word. If this class is not required for your program, I would recommend taking something else, its just a harder Psych class.",3.0,4.0,0,2,0,62,0.0
University of Windsor,Daniel Beliciu,"Daniel is a great prof and Child Psych is a very interesting class. You are graded on a midterm (35), Paper (20) and Final (45). The midterm is probably the easiest assessment so do well on that. Paper is not difficult but FOLLOW THE INSTRUCTIONS WORD FOR WORD. Final is a bit tricky though. Make sure you attend class as all MC comes from lectures.",5.0,3.0,0,3,3,65,0.046153846153846156
University of Windsor,Daniel Beliciu,"Professor Beliciu is an engaging teacher with knowledgeable skills in the realm of developmental psychology. His lectures are very entertaining and he brings real-world examples into the classroom. I would recommend showing up to class though, most of the topics he covers are on his slides and are mostly fill in the blanks. Overall, amazing prof!",5.0,2.0,0,3,1,56,0.017857142857142856
University of Windsor,Daniel Beliciu,Professor Beliciu ensures that his students are engaged in the material he is teaching by giving real life examples as well as being funny as hell. I genuinely looked forward to each of his classes. He is very approachable outside of class and wants to see his students succeed! The tests are a little tricky; Focused more on lectures than textbook,5.0,3.0,0,1,3,61,0.04918032786885246
University of Windsor,Daniel Beliciu,"Had him for child psych. Very good speaker, engages students and gives really interesting information about the topic. Super kind and gives really clear and great instructions for papers and exams !",5.0,2.0,0,3,2,32,0.0625
University of Windsor,Daniel Beliciu,"I have to thank Professor Beliciu for being so caring and fair toward his students. He is a fantastic professor that help students during office hours, the best professor I ever had so far. He shows dedication and compassion for his students. The material and lectures are straightforward. If you show up to class, you will get a good grade.",5.0,3.0,0,1,2,60,0.03333333333333333
University of Windsor,Daniel Beliciu,"Took child psych with him over the summer, great guy. Exams are very fair, and slides are heavy in content. Loved the guy and his style of teaching. Didnt do as well as I wanted to but more studying could definitely have been done on my part. Some profs really do make a positive difference :)",5.0,3.0,0,3,4,56,0.07142857142857142
University of Windsor,Daniel Beliciu,He tells you exactly how to study for the final exam. Put the effort in and you will get an A.,5.0,2.0,0,0,0,21,0.0
University of Windsor,Daniel Beliciu,"Wednesday night class that is structured to have a midterm, group project, and final exam. Each week he meets with the groups to make sure everyone is on task. The specifications for the paper are simple. Follow the sample papers and you will do fine. He was a good prof, and definitely helped out our group throughout the semester.",5.0,1.0,0,0,0,59,0.0
University of Windsor,Daniel Beliciu,"He was a really awesome prof! He basically took questions for all of the lecture slides, and the exam isn't cumulative! I really recommend, and I suggest going to class because he gives really important hints for midterms and exams. The text book is recommended, I did use it however, and it helped me understand examples and concepts a lot better!",5.0,2.0,0,2,1,61,0.01639344262295082
University of Windsor,Daniel Beliciu,"Final exam was done at 2pm and final grades were posted by 9pm same day. You have to appreciate this. He's a good prof and is very structured. Go to class, study the slides, and follow the sample paper. If you do all these steps you should have no issues. I would recommend him for sure.",5.0,2.0,0,0,0,56,0.0
University of Windsor,Daniel Beliciu,I had a really difficult semester in general. A lot of personal issues back home that put a strain on my academics. Whether it was during office hours or just after class he would sit and just listen to me. He probably doesnt realize how much that actually meant to have someone listen to me. Sounds crazy but he really helped me out this semester.,5.0,3.0,0,0,2,65,0.03076923076923077
University of Windsor,Daniel Beliciu,I am an SAS student and employee in the office who has taken three of his courses. I feel it is imperative to indicate how he is extremely accommodating and helpful to all students especially SAS students. There is a comment here that states he does not help SAS students. This is far from the truth and should be removed. Thank you Prof Beliciu!,5.0,3.0,0,1,0,64,0.0
University of Windsor,Daniel Beliciu,He basically helped our group each week reach our goal. Very helpful and responds to emails instantly. As a parent it was nice to learn some reasoning behind things I dealt with growing up. I enjoyed the class.,5.0,3.0,0,0,1,38,0.02631578947368421
University of Windsor,Daniel Beliciu,"Great guy, no issues at all.",5.0,1.0,0,1,0,6,0.0
University of Windsor,Daniel Beliciu,"Overall, you can't go wrong picking a course with him. He knows his stuff, and he's friendly. I'd recommend going to class because the slides posted are missing info you'll only get from in-lecture slides. He only tests on content he has taught, and his paper criteria are super clear. In class examples show up on tests too. A solid course choice.",4.0,3.0,0,1,0,62,0.0
University of Windsor,Daniel Beliciu,"He's a little cocky but super funny and approachable. He tries a little too hard to be a 'cool' and relatable prof. Overall he is pretty good, he knows his stuff and gives a lot of examples. He is a fair marker and doesn't test anything he didn't cover in lecture. He's a nice guy and a good prof.",5.0,3.0,0,2,6,59,0.1016949152542373
University of Windsor,Gerald Booth,Super nice guy and overall good teacher. He's a little boring but some of the material was interesting. Easy class I recommend it as an elective if you want a good grade!,4.0,2.0,0,1,3,32,0.09375
University of Windsor,Gerald Booth,Guy has tenure for a reason. Knows his stuff and knows how to deliver a lecture great prof,4.0,2.0,0,1,0,18,0.0
University of Windsor,Gerald Booth,"Eh.  The few times he didn't go off topic, the lectures were interesting...all the other times, though, lectures were filled with sexual jokes and digressions to the point that I didn't feel the need to go to class.  Most things he lectured on was in the book.  He was, however, approachable and a fair marker.  Wouldn't recommend though.",3.0,2.0,0,2,3,58,0.05172413793103448
University of Windsor,Gerald Booth,"Knows his field. Slides avail.online if you miss his lectures which just explains in DETAIL (too much detail sometime, goes on and on). Hard to focus with his monotone voice. Too many conversations with front row students when they should be private(not everyone can hear)and continue with course content-holds us back and whole class gets restless.",3.5,4.0,0,2,1,56,0.017857142857142856
University of Windsor,Gerald Booth,"Booth is a good teacher, but boring one in my opinion. He is the type of guy that is very interested in discussing the sexuality and gender in a broader sense... that's cool! He jokes alot with women as well...",1.5,5.0,0,0,0,40,0.0
University of Windsor,Gerald Booth,"He also taught me 102. I think he is an amazing professor, although he is mono-tone he is an amazing lecturer. Booth is very knowledgeable on most of the material in any course he teaches. I would take any Soci course he teaches. :)",4.5,4.0,0,3,2,44,0.045454545454545456
University of Windsor,Gerald Booth,"Very boring prof.. he's monotone, tells irrelevant stories.. all his lectures entale are the notes he posts online (he just reads them).. horrible class, but make sure you know your facts (statistics are key)..",3.5,4.0,0,2,2,34,0.058823529411764705
University of Windsor,Gerald Booth,"Very good prof. However, he was very monotone and the lectures were quite boring. He is very fair with marks and gives plenty of hints.",3.5,2.0,0,0,1,25,0.04
University of Windsor,Gerald Booth,"He was a bit monotone at times and made some not so funny jokes. However, the class was fairly easy that I took. His lectures went by the textbook and the exams in my opinion were of decent difficulty.",3.5,1.0,0,4,1,39,0.02564102564102564
University of Windsor,Gerald Booth,"Unlike everyone else, i thought he was a HORRIBLE professor.  Definitely the worst i've ever had in my 4 years of university.  He made horrible comments about religions (had i been religious, i would have been extremely pissed!) and he made rude comments about women.  I was not impressed with him at all.",3.5,4.0,0,4,3,53,0.05660377358490566
University of Windsor,Gerald Booth,HOT!!,5.0,1.0,0,0,0,1,0.0
University of Windsor,Gerald Booth,"He is the best professor I have met yet!!  The only sane one on campus, please don't leave us all behind!!",5.0,3.0,0,0,0,21,0.0
University of Windsor,Gerald Booth,"Awsome professor! Very caring and helpful!! I am taking 48-102 next semester because he is teaching it! His mid term and exams are fair, and he actually has notes on the website for his clases, which makes life MUCH easier. Take him if you can:) but I think he is retiring soon.:((( that's really sad/....",4.0,4.0,0,0,0,55,0.0
University of Windsor,Gerald Booth,Take Soc of Sex.Its a very good course. . Intro to SOC. course was really boring though.It Simplified many concepts to the point of stupifying you. I feel  less intelegent after taking first year intro to soc.,3.5,2.0,0,1,1,37,0.02702702702702703
University of Windsor,Gerald Booth,This was one of my favourite classes ever. Possibly one of the most compassionate and caring profs I have met. Very informative and interesting lectures.,4.5,2.0,0,1,1,25,0.04
University of Windsor,Gerald Booth,"Good guy, lecture notes are on the website, has another prof teach with him. Really easy class to forget about though, I didn't go often because when I did I didn't feel like it was worth my time, the text has a webpage where you can pretest yourself along with summaries.",4.0,2.0,0,2,1,51,0.0196078431372549
University of Windsor,Gerald Booth,"Great Prof.. really knows his stuff!  Doesnt like Catholics much, but hes not a PHD in religion!  I think he may be an athiest though.  But itdoesnt matter, hes a good teacher, and a very intellegent man!",5.0,3.0,0,2,0,37,0.0
University of Windsor,Gerald Booth,No Comments,3.0,3.0,0,0,0,2,0.0
